32768
29:	0
32809
14:	10
922:	3
1037:	3
497:	3
363:	2
385:	0
648:	0
9:	0
13:	0
787:	0
916:	0
38:	0
682:	0
940:	0
814:	0
182:	0
457:	0
205:	0
206:	0
860:	0
990:	0
99:	0
381:	0
42
25:	56
19:	5
640:	0
240:	0
708:	0
775:	0
687:	0
688:	0
22:	0
121:	0
572:	0
125:	0
44
401:	8
1034:	2
977:	2
683:	1
724:	1
1184:	0
642:	0
995:	0
772:	0
901:	0
457:	0
780:	0
1134:	0
823:	0
297:	0
408:	0
189:	0
32814
726:	48
101:	29
113:	7
1036:	5
1025:	0
996:	0
457:	0
1035:	0
914:	0
916:	0
489:	0
701:	0
47
1027:	0
135:	0
8:	0
394:	0
791:	0
274:	0
279:	0
29:	0
30:	0
543:	0
422:	0
168:	0
455:	0
45:	0
561:	0
54:	0
568:	0
195:	0
836:	0
71:	0
730:	0
970:	0
727:	0
1114:	0
1175:	0
494:	0
1136:	0
1137:	0
115:	0
628:	0
886:	0
1023:	0
32817
544:	63
196:	2
190:	1
995:	0
205:	0
916:	0
280:	0
410:	0
188:	0
895:	0
32820
315:	67
168:	1
457:	1
628:	1
571:	0
770:	0
27:	0
132:	0
1156:	0
47:	0
1039:	0
825:	0
440:	0
196:	0
916:	0
127:	0
54
955:	19
494:	1
1:	0
1026:	0
68:	0
38:	0
559:	0
979:	0
790:	0
919:	0
26:	0
959:	0
32825
605:	13
380:	5
251:	2
834:	1
968:	1
907:	1
671:	1
481:	0
1156:	0
719:	0
945:	0
276:	0
479:	0
1015:	0
863:	0
377:	0
60
481:	2
1016:	0
380:	0
66
784:	31
679:	3
677:	1
555:	1
556:	0
753:	0
156:	0
32835
886:	32
791:	5
832:	0
772:	0
38:	0
1116:	0
1162:	0
908:	0
1038:	0
751:	0
1106:	0
1017:	0
916:	0
990:	0
1028:	0
756:	0
1178:	0
47:	0
860:	0
446:	0
69
659:	235
548:	202
57:	27
271:	23
1031:	21
95:	18
786:	12
306:	7
1129:	7
883:	7
696:	6
755:	6
130:	5
926:	5
909:	5
656:	4
695:	4
1013:	4
682:	3
163:	3
190:	3
932:	3
751:	3
280:	2
1184:	2
438:	2
99:	2
1122:	2
102:	2
745:	2
385:	1
258:	1
1030:	1
914:	1
1047:	1
921:	1
410:	1
289:	1
298:	1
1069:	1
642:	1
435:	1
308:	1
756:	1
568:	1
544:	1
196:	1
330:	1
720:	1
953:	1
1113:	1
995:	1
869:	1
146:	1
489:	1
836:	1
1020:	1
381:	1
1034:	0
1178:	0
1017:	0
184:	0
982:	0
1116:	0
94:	0
912:	0
70
760:	13
1144:	0
368:	0
665:	0
72
728:	9
260:	4
11:	1
309:	1
869:	0
839:	0
1128:	0
908:	0
909:	0
143:	0
124:	0
245:	0
84
268:	14
463:	0
269:	0
1133:	0
85
399:	52
1135:	47
90
541:	64
665:	15
173:	7
115:	1
902:	0
765:	0
760:	0
31643
1007:	71
271:	21
1031:	7
985:	2
909:	1
256:	0
1026:	0
1034:	0
409:	0
1184:	0
548:	0
41:	0
47:	0
305:	0
566:	0
13:	0
470:	0
601:	0
986:	0
207:	0
95:	0
866:	0
869:	0
1012:	0
122:	0
381:	0
94
1136:	10
1132:	5
910:	1
1140:	1
709:	0
710:	0
646:	0
828:	0
751:	0
209:	0
188:	0
32863
1020:	274
1149:	68
1127:	11
932:	5
75:	5
1024:	3
1069:	3
990:	3
1022:	3
163:	1
82:	1
258:	0
1040:	0
786:	0
921:	0
289:	0
171:	0
696:	0
568:	0
724:	0
866:	0
102:	0
750:	0
751:	0
96
414:	36
997:	1
331:	0
299:	0
1063:	0
97
497:	13
363:	2
1165:	0
32866
440:	23
457:	12
245:	2
165:	1
1030:	1
307:	1
919:	1
509:	1
196:	0
1039:	0
916:	0
280:	0
188:	0
99
234:	14
715:	5
32868
272:	33
5:	2
823:	1
6:	0
850:	0
370:	0
917:	0
32870
404:	15
38:	1
494:	1
561:	0
190:	0
1023:	0
32871
563:	10
381:	3
376:	2
1026:	0
776:	0
908:	0
781:	0
410:	0
27:	0
544:	0
550:	0
40:	0
553:	0
943:	0
564:	0
314:	0
245:	0
1184:	0
839:	0
909:	0
95:	0
226:	0
746:	0
509:	0
885:	0
169:	0
10940
950:	11
339:	10
57:	1
225:	1
1156:	0
908:	0
786:	0
407:	0
27:	0
926:	0
800:	0
289:	0
47:	0
959:	0
960:	0
836:	0
198:	0
825:	0
1113:	0
986:	0
351:	0
239:	0
883:	0
495:	0
887:	0
632:	0
250:	0
1020:	0
32875
575:	56
214:	0
110
206:	20
676:	5
122:	1
97:	0
367:	0
1106:	0
112
776:	45
1025:	9
701:	4
879:	3
1034:	2
695:	2
111:	2
130:	1
1047:	1
919:	1
1184:	1
995:	1
901:	0
908:	0
14:	0
786:	0
409:	0
751:	0
550:	0
1191:	0
558:	0
307:	0
308:	0
190:	0
192:	0
321:	0
836:	0
1036:	0
720:	0
99:	0
544:	0
344:	0
90:	0
994:	0
996:	0
869:	0
358:	0
146:	0
32885
225:	18
926:	10
786:	9
909:	4
883:	2
836:	1
146:	1
495:	1
339:	1
919:	1
707:	0
727:	0
908:	0
950:	0
32886
776:	11
1031:	4
1037:	3
385:	2
922:	2
182:	2
901:	1
13:	1
14:	1
1039:	1
1184:	1
1069:	1
642:	0
656:	0
280:	0
682:	0
814:	0
205:	0
590:	0
209:	0
866:	0
995:	0
1128:	0
755:	0
895:	0
119
226:	8
346:	7
99:	5
381:	4
1005:	2
1031:	1
930:	1
32888
466:	92
805:	1
257:	0
611:	0
161:	0
1066:	0
812:	0
631:	0
602:	0
762:	0
121
879:	98
192:	6
1184:	5
869:	5
292:	2
308:	2
410:	2
321:	1
995:	1
908:	1
685:	1
509:	1
755:	0
280:	0
996:	0
27:	0
190:	0
165:	0
123
558:	12
282:	8
901:	3
1030:	2
321:	2
216:	2
1005:	2
776:	1
657:	1
292:	1
192:	1
344:	1
90:	1
489:	1
124:	1
1025:	0
908:	0
909:	0
1039:	0
1048:	0
410:	0
425:	0
307:	0
188:	0
190:	0
885:	0
1036:	0
979:	0
99:	0
102:	0
111:	0
756:	0
245:	0
32892
39:	11
42:	11
416:	4
652:	1
76:	1
628:	1
192:	0
1027:	0
548:	0
422:	0
168:	0
747:	0
289:	0
143:	0
245:	0
1175:	0
509:	0
32893
890:	114
855:	12
810:	2
779:	0
854:	0
126
196:	47
544:	31
452:	6
27:	2
909:	2
885:	2
756:	2
141:	1
38:	1
308:	1
190:	1
451:	1
696:	1
90:	1
358:	1
129:	0
1026:	0
908:	0
143:	0
916:	0
407:	0
280:	0
1092:	0
305:	0
435:	0
440:	0
313:	0
457:	0
13:	0
344:	0
1116:	0
734:	0
209:	0
1000:	0
1013:	0
129
770:	37
601:	13
371:	2
1012:	1
434:	0
132
695:	32
95:	8
983:	3
381:	3
99:	1
513:	0
407:	0
776:	0
134
859:	30
1091:	0
135
420:	50
408:	4
423:	4
464:	2
1028:	1
1026:	0
260:	0
9:	0
10:	0
11:	0
12:	0
909:	0
913:	0
916:	0
22:	0
819:	0
27:	0
541:	0
165:	0
685:	0
561:	0
947:	0
436:	0
832:	0
73:	0
209:	0
728:	0
1124:	0
240:	0
379:	0
136
939:	76
828:	20
709:	5
1156:	2
907:	1
270:	1
770:	0
968:	0
172:	0
671:	0
32905
687:	5
596:	1
134:	0
619:	0
15:	0
400:	0
913:	0
32906
685:	14
772:	9
423:	2
135:	1
38:	1
1192:	1
770:	1
642:	0
907:	0
1026:	0
1039:	0
280:	0
1156:	0
289:	0
297:	0
825:	0
188:	0
960:	0
198:	0
258:	0
209:	0
1131:	0
754:	0
756:	0
1017:	0
16407
860:	4
648:	1
937:	0
363:	0
396:	0
1173:	0
151:	0
861:	0
446:	0
32908
1041:	11
770:	0
1156:	0
907:	0
1072:	0
1140:	0
601:	0
636:	0
142
819:	12
285:	3
423:	2
1033:	1
1124:	0
1128:	0
9:	0
12:	0
209:	0
659:	0
143
990:	37
981:	10
288:	0
289:	0
994:	0
963:	0
1156:	0
763:	0
1000:	0
60:	0
907:	0
781:	0
431:	0
977:	0
754:	0
921:	0
27:	0
1020:	0
898:	0
32913
883:	7
313:	5
953:	2
57:	1
258:	0
115:	0
1034:	0
781:	0
146:	0
275:	0
280:	0
665:	0
1178:	0
922:	0
926:	0
546:	0
932:	0
38:	0
171:	0
173:	0
990:	0
438:	0
696:	0
960:	0
182:	0
71:	0
330:	0
866:	0
848:	0
568:	0
344:	0
1116:	0
898:	0
994:	0
869:	0
977:	0
489:	0
490:	0
1004:	0
786:	0
750:	0
879:	0
242:	0
755:	0
1013:	0
381:	0
148
860:	35
146:	6
786:	1
1113:	1
321:	0
916:	0
836:	0
457:	0
1162:	0
75:	0
908:	0
1106:	0
209:	0
756:	0
1148:	0
344:	0
122:	0
27:	0
124:	0
861:	0
959:	0
32917
651:	26
428:	25
1043:	0
855:	0
32918
1035:	5
242:	5
1122:	4
914:	3
190:	2
959:	2
111:	2
192:	1
903:	1
908:	1
216:	1
292:	1
550:	1
440:	1
321:	1
101:	1
720:	1
885:	1
124:	1
509:	1
1022:	1
4:	0
1030:	0
776:	0
394:	0
909:	0
1038:	0
143:	0
919:	0
772:	0
1178:	0
103:	0
410:	0
544:	0
419:	0
40:	0
425:	0
743:	0
307:	0
308:	0
94:	0
57:	0
960:	0
245:	0
1025:	0
279:	0
839:	0
970:	0
975:	0
791:	0
56:	0
979:	0
727:	0
1047:	0
1114:	0
1116:	0
990:	0
995:	0
869:	0
358:	0
209:	0
105:	0
1131:	0
754:	0
628:	0
886:	0
1017:	0
38:	0
153
1133:	19
269:	1
32923
323:	7
1147:	7
469:	2
920:	2
638:	1
553:	0
49:	0
32926
575:	265
336:	13
964:	6
429:	4
616:	2
251:	1
411:	1
1089:	0
493:	0
276:	0
53:	0
1112:	0
159
816:	2
486:	1
1103:	1
474:	1
719:	1
967:	0
592:	0
597:	0
161
1148:	12
977:	2
75:	1
724:	1
1024:	0
1026:	0
1040:	0
786:	0
27:	0
163:	0
932:	0
171:	0
1069:	0
710:	0
848:	0
1116:	0
990:	0
1020:	0
1132:	0
495:	0
1149:	0
126:	0
32931
338:	19
250:	11
1021:	1
456:	0
64:	0
32932
395:	57
469:	2
658:	0
1147:	0
166
461:	23
504:	10
539:	1
169:	0
778:	0
140:	0
973:	0
376:	0
563:	0
277:	0
723:	0
527:	0
314:	0
1051:	0
169
250:	143
338:	20
1021:	7
296:	2
393:	0
939:	0
172:	0
493:	0
336:	0
968:	0
1076:	0
671:	0
32940
468:	38
161:	15
781:	4
129:	0
770:	0
276:	0
921:	0
926:	0
672:	0
289:	0
805:	0
38:	0
172:	0
1076:	0
825:	0
315:	0
188:	0
323:	0
964:	0
583:	0
336:	0
990:	0
611:	0
616:	0
32943
423:	26
1033:	10
408:	3
1028:	3
309:	2
9:	2
832:	1
260:	1
464:	1
1124:	0
819:	0
420:	0
32944
689:	21
751:	8
786:	5
800:	3
1013:	3
225:	2
1069:	1
568:	1
953:	1
1113:	1
883:	1
632:	1
1020:	1
1040:	0
146:	0
919:	0
926:	0
289:	0
932:	0
1062:	0
696:	0
950:	0
960:	0
836:	0
977:	0
339:	0
344:	0
1127:	0
495:	0
126:	0
32945
268:	6
269:	0
32948
990:	262
1149:	11
289:	0
182
130:	8
163:	5
977:	1
724:	1
495:	1
1020:	1
126:	1
165:	0
1062:	0
457:	0
1069:	0
77:	0
303:	0
313:	0
756:	0
346:	0
183
555:	62
556:	47
607:	30
391:	10
1051:	9
256:	1
697:	1
764:	1
770:	0
1158:	0
1160:	0
172:	0
907:	0
533:	0
393:	0
319:	0
973:	0
723:	0
985:	0
626:	0
371:	0
376:	0
32952
1077:	39
1076:	7
189
859:	9
604:	1
451:	0
452:	0
649:	0
141:	0
144:	0
347:	0
476:	0
511:	0
32958
826:	74
598:	8
355:	0
231:	0
655:	0
22:	0
32959
396:	39
276:	6
1097:	3
605:	2
759:	1
212:	0
53:	0
937:	0
860:	0
861:	0
445:	0
377:	0
32961
928:	42
1128:	6
245:	1
96:	0
258:	0
9:	0
285:	0
819:	0
1033:	0
188:	0
925:	0
196
728:	26
11:	8
96:	5
12:	4
819:	4
9:	3
1124:	3
260:	1
309:	1
1026:	0
772:	0
1039:	0
921:	0
925:	0
289:	0
38:	0
696:	0
685:	0
1033:	0
568:	0
188:	0
959:	0
832:	0
321:	0
209:	0
1116:	0
990:	0
1127:	0
1128:	0
751:	0
32966
403:	30
379:	17
775:	0
73:	0
687:	0
913:	0
818:	0
405:	0
947:	0
200
161:	5
611:	1
445:	0
251:	0
32969
182:	18
9:	1
1000:	0
940:	0
819:	0
756:	0
190:	0
32971
772:	9
1131:	2
38:	1
685:	1
1026:	0
9:	0
10:	0
258:	0
209:	0
754:	0
916:	0
642:	0
440:	0
408:	0
27:	0
925:	0
734:	0
206
158:	5
518:	5
153:	0
956:	0
207
913:	9
533:	5
685:	3
86:	3
365:	2
904:	1
298:	1
640:	0
129:	0
14:	0
15:	0
916:	0
280:	0
368:	0
38:	0
435:	0
204:	0
1039:	0
529:	0
235:	0
494:	0
240:	0
115:	0
32980
106:	84
113:	51
5:	5
370:	1
823:	1
228:	0
6:	0
1164:	0
100:	0
213
1112:	42
857:	21
585:	16
251:	9
445:	5
51:	3
276:	1
834:	0
411:	0
296:	0
715:	0
336:	0
84:	0
214
513:	62
695:	15
1035:	10
1048:	10
41:	6
235:	5
871:	4
532:	3
79:	3
701:	3
750:	3
311:	3
99:	2
657:	2
1184:	2
242:	2
996:	2
1029:	1
95:	1
101:	1
192:	1
720:	1
216:	1
306:	1
346:	1
879:	1
381:	1
903:	1
915:	1
494:	1
1019:	1
1031:	0
1034:	0
1036:	0
13:	0
14:	0
1039:	0
1047:	0
541:	0
548:	0
550:	0
574:	0
71:	0
12:	0
82:	0
103:	0
1128:	0
1138:	0
115:	0
130:	0
143:	0
661:	0
665:	0
682:	0
173:	0
184:	0
188:	0
190:	0
205:	0
226:	0
751:	0
755:	0
776:	0
275:	0
289:	0
292:	0
308:	0
321:	0
839:	0
869:	0
895:	0
385:	0
901:	0
908:	0
914:	0
919:	0
410:	0
930:	0
754:	0
440:	0
443:	0
982:	0
995:	0
1005:	0
509:	0
1022:	0
32985
995:	749
869:	45
895:	26
901:	20
205:	7
410:	4
385:	3
776:	2
1184:	2
996:	2
1034:	1
306:	1
1019:	1
642:	0
1132:	0
11:	0
1036:	0
898:	0
1039:	0
656:	0
787:	0
532:	0
750:	0
280:	0
921:	0
922:	0
27:	0
289:	0
548:	0
165:	0
1191:	0
171:	0
685:	0
814:	0
435:	0
308:	0
440:	0
188:	0
196:	0
710:	0
457:	0
909:	0
209:	0
82:	0
726:	0
216:	0
734:	0
866:	0
358:	0
1131:	0
1026:	0
12:	0
751:	0
754:	0
755:	0
756:	0
916:	0
1020:	0
32986
182:	32
940:	3
908:	2
38:	2
682:	2
866:	2
373:	2
9:	1
919:	1
544:	1
143:	1
995:	1
1128:	1
1024:	0
129:	0
258:	0
772:	0
534:	0
776:	0
1034:	0
130:	0
271:	0
144:	0
792:	0
275:	0
916:	0
662:	0
1047:	0
280:	0
516:	0
410:	0
27:	0
922:	0
542:	0
930:	0
163:	0
925:	0
1074:	0
435:	0
308:	0
649:	0
953:	0
698:	0
928:	0
1092:	0
198:	0
1036:	0
462:	0
1037:	0
720:	0
724:	0
85:	0
697:	0
347:	0
95:	0
99:	0
996:	0
869:	0
1129:	0
1131:	0
879:	0
755:	0
756:	0
888:	0
124:	0
43727
928:	48
819:	42
285:	21
1128:	5
9:	3
781:	1
685:	1
86:	1
258:	0
1030:	0
12:	0
1039:	0
656:	0
919:	0
27:	0
38:	0
306:	0
307:	0
188:	0
959:	0
960:	0
908:	0
344:	0
90:	0
143:	0
866:	0
995:	0
1124:	0
1062:	0
746:	0
1026:	0
124:	0
32990
1023:	16
292:	0
494:	0
111:	0
561:	0
274:	0
628:	0
727:	0
404:	0
1039:	0
29:	0
32991
1062:	12
77:	1
1024:	0
258:	0
163:	0
710:	0
137:	0
1132:	0
1069:	0
995:	0
724:	0
568:	0
126:	0
287:	0
32992
586:	27
1145:	0
226
360:	56
728:	21
11:	20
1018:	13
309:	10
10:	5
260:	1
1031:	1
310:	1
9:	0
12:	0
909:	0
271:	0
408:	0
544:	0
548:	0
940:	0
435:	0
308:	0
190:	0
182:	0
13:	0
726:	0
95:	0
96:	0
885:	0
32996
467:	10
539:	6
314:	3
169:	0
140:	0
973:	0
527:	0
563:	0
723:	0
215:	0
28:	0
33001
632:	19
1113:	15
1069:	9
724:	8
883:	6
932:	3
75:	2
994:	2
977:	2
1148:	2
919:	1
279:	1
953:	1
339:	1
1132:	1
1020:	1
126:	1
1026:	0
1028:	0
908:	0
781:	0
1038:	0
685:	0
921:	0
495:	0
289:	0
819:	0
696:	0
959:	0
960:	0
321:	0
198:	0
568:	0
313:	0
751:	0
979:	0
1013:	0
886:	0
33003
1106:	69
206:	51
1020:	37
1149:	27
1013:	6
1129:	5
898:	4
431:	4
990:	2
883:	2
289:	1
1069:	1
972:	0
122:	0
407:	0
204:	0
47:	0
888:	0
953:	0
986:	0
825:	0
240
1024:	23
126:	5
661:	2
724:	1
1025:	0
130:	0
901:	0
1062:	0
1127:	0
171:	0
1069:	0
1047:	0
410:	0
1020:	0
1149:	0
33009
96:	23
728:	4
814:	3
1036:	3
1146:	3
1025:	2
9:	2
11:	2
308:	2
182:	2
726:	2
885:	2
86:	1
787:	1
940:	1
309:	1
909:	1
1124:	1
1031:	0
12:	0
13:	0
819:	0
420:	0
423:	0
682:	0
685:	0
305:	0
435:	0
1033:	0
188:	0
79:	0
95:	0
1191:	0
243
518:	10
153:	0
852:	0
158:	0
33012
808:	10
318:	8
1024:	0
546:	0
171:	0
996:	0
40:	0
137:	0
1035:	0
781:	0
275:	0
308:	0
279:	0
724:	0
33013
146:	9
1113:	1
289:	0
836:	0
786:	0
883:	0
921:	0
33014
205:	33
385:	24
930:	2
321:	0
457:	0
908:	0
1036:	0
879:	0
308:	0
919:	0
1037:	0
959:	0
247
363:	12
497:	0
62:	0
1097:	0
248
1131:	8
642:	0
101:	0
656:	0
755:	0
695:	0
250
1121:	9
980:	0
334:	0
253
303:	46
163:	30
848:	28
495:	7
1069:	4
808:	2
977:	2
279:	1
1024:	0
394:	0
919:	0
143:	0
670:	0
438:	0
311:	0
960:	0
330:	0
979:	0
724:	0
1116:	0
225:	0
1127:	0
751:	0
1013:	0
1020:	0
33022
452:	17
448:	13
451:	4
512:	1
484:	0
141:	0
343:	0
664:	0
33023
61:	22
576:	3
300:	3
318:	1
513:	0
869:	0
1031:	0
1036:	0
1175:	0
1004:	0
1070:	0
720:	0
308:	0
695:	0
568:	0
187:	0
256
548:	28
659:	22
95:	2
1031:	1
14:	1
546:	0
99:	0
425:	0
746:	0
1191:	0
307:	0
318:	0
182:	0
1048:	0
292:	0
996:	0
190:	0
259
519:	18
873:	2
365:	1
555:	0
201:	0
522:	0
331:	0
85:	0
1183:	0
260
710:	3
171:	0
1132:	0
32812
727:	40
422:	1
192:	0
258:	0
1027:	0
457:	0
209:	0
82:	0
916:	0
1148:	0
266
548:	10
206:	2
1106:	2
869:	2
536:	1
963:	1
544:	1
111:	1
756:	1
770:	0
776:	0
258:	0
276:	0
919:	0
1176:	0
410:	0
879:	0
288:	0
172:	0
435:	0
192:	0
834:	0
707:	0
456:	0
585:	0
336:	0
344:	0
986:	0
216:	0
605:	0
95:	0
994:	0
1005:	0
377:	0
381:	0
267
28:	8
75:	2
973:	2
376:	1
1:	0
646:	0
778:	0
140:	0
1039:	0
539:	0
163:	0
932:	0
169:	0
430:	0
943:	0
188:	0
448:	0
632:	0
461:	0
209:	0
339:	0
983:	0
527:	0
999:	0
746:	0
495:	0
723:	0
504:	0
1148:	0
33036
850:	28
593:	4
243:	3
823:	2
5:	1
370:	1
960:	0
27:	0
804:	0
6:	0
903:	0
970:	0
82:	0
750:	0
45:	0
436:	0
46:	0
975:	0
63:	0
272
1063:	19
129:	0
770:	0
515:	0
519:	0
648:	0
656:	0
280:	0
534:	0
792:	0
666:	0
668:	0
414:	0
1189:	0
166:	0
568:	0
62:	0
452:	0
331:	0
204:	0
979:	0
1113:	0
860:	0
861:	0
358:	0
873:	0
365:	0
1013:	0
536:	0
43736
1069:	248
977:	174
126:	174
75:	41
1024:	13
1129:	12
344:	8
1148:	6
1132:	5
163:	3
710:	3
661:	2
171:	2
909:	2
143:	1
111:	1
1040:	1
124:	1
898:	0
772:	0
901:	0
776:	0
1034:	0
279:	0
258:	0
656:	0
20:	0
1047:	0
1048:	0
921:	0
410:	0
751:	0
670:	0
287:	0
932:	0
38:	0
808:	0
297:	0
303:	0
306:	0
308:	0
568:	0
188:	0
318:	0
959:	0
192:	0
225:	0
72:	0
77:	0
848:	0
724:	0
1113:	0
995:	0
996:	0
1062:	0
1020:	0
495:	0
754:	0
755:	0
756:	0
895:	0
275
419:	30
425:	3
832:	2
975:	2
105:	2
791:	1
685:	1
79:	1
886:	1
772:	0
358:	0
776:	0
9:	0
1035:	0
781:	0
921:	0
289:	0
423:	0
307:	0
308:	0
696:	0
1047:	0
909:	0
720:	0
86:	0
344:	0
1114:	0
869:	0
1000:	0
756:	0
124:	0
33044
308:	35
318:	20
101:	7
242:	4
1048:	3
914:	2
695:	2
1034:	1
1019:	1
1025:	0
1035:	0
1036:	0
546:	0
40:	0
433:	0
701:	0
574:	0
321:	0
79:	0
726:	0
90:	0
869:	0
996:	0
1000:	0
111:	0
885:	0
33047
786:	17
883:	6
689:	5
960:	0
258:	0
27:	0
38:	0
198:	0
1000:	0
143:	0
82:	0
435:	0
532:	0
57:	0
919:	0
696:	0
953:	0
358:	0
879:	0
280:	0
959:	0
282
209:	64
27:	12
1026:	2
755:	2
909:	1
642:	1
280:	1
188:	1
866:	0
165:	0
1191:	0
298:	0
1039:	0
656:	0
435:	0
682:	0
33052
387:	243
474:	42
486:	20
480:	7
448:	0
325:	0
453:	0
33053
943:	20
314:	17
564:	11
563:	5
342:	1
169:	0
376:	0
33055
852:	5
485:	2
481:	0
1015:	0
1016:	0
380:	0
288
443:	380
103:	98
311:	11
903:	10
1022:	5
192:	4
321:	3
422:	3
292:	0
1030:	0
76:	0
82:	0
532:	0
919:	0
124:	0
542:	0
293
349:	14
106:	7
35:	0
804:	0
5:	0
6:	0
370:	0
850:	0
33063
292:	31
420:	13
307:	12
423:	11
408:	3
832:	1
209:	1
82:	1
216:	1
124:	1
1028:	0
1033:	0
10:	0
279:	0
12:	0
728:	0
772:	0
791:	0
819:	0
544:	0
419:	0
40:	0
425:	0
685:	0
190:	0
975:	0
464:	0
86:	0
1114:	0
1128:	0
105:	0
746:	0
360:	0
756:	0
886:	0
297:	0
1022:	0
33064
572:	61
54:	3
541:	1
494:	1
1144:	1
1023:	1
898:	0
22:	0
25:	0
240:	0
760:	0
558:	0
29:	0
990:	0
440:	0
826:	0
71:	0
721:	0
216:	0
734:	0
620:	0
509:	0
368:	0
754:	0
115:	0
125:	0
297
20:	23
848:	11
710:	7
1132:	6
808:	4
670:	2
321:	2
646:	1
751:	1
756:	1
1024:	0
394:	0
908:	0
781:	0
657:	0
919:	0
1048:	0
40:	0
307:	0
696:	0
959:	0
909:	0
979:	0
994:	0
1000:	0
1013:	0
1020:	0
33069
532:	5
903:	4
311:	1
394:	0
909:	0
143:	0
279:	0
921:	0
27:	0
544:	0
292:	0
168:	0
568:	0
443:	0
959:	0
960:	0
196:	0
198:	0
76:	0
82:	0
979:	0
344:	0
1127:	0
746:	0
750:	0
883:	0
1020:	0
302
1099:	14
805:	7
303
915:	12
1086:	5
1025:	0
130:	0
165:	0
871:	0
44:	0
1034:	0
1036:	0
45:	0
79:	0
242:	0
756:	0
30:	0
1048:	0
505:	0
1019:	0
701:	0
309
869:	15
280:	13
642:	4
656:	1
513:	0
1131:	0
230:	0
235:	0
1039:	0
1017:	0
79:	0
188:	0
287:	0
311
715:	75
84:	0
312
780:	2
663:	2
481:	1
1057:	1
1015:	0
881:	0
1016:	0
380:	0
313
103:	10
76:	9
903:	3
311:	3
443:	1
750:	0
82:	0
532:	0
1022:	0
33083
626:	7
985:	6
176:	3
450:	2
316
1028:	19
420:	18
408:	8
10:	3
464:	3
423:	2
832:	0
819:	0
309:	0
886:	0
791:	0
728:	0
1124:	0
33087
420:	16
832:	5
423:	4
1038:	1
464:	1
819:	1
791:	1
408:	1
1124:	1
1033:	0
1028:	0
321
770:	25
907:	8
172:	2
1012:	1
270:	0
371:	0
1140:	0
33090
796:	5
539:	3
324
5:	18
823:	7
370:	4
243:	1
6:	0
272:	0
850:	0
327
1031:	61
14:	58
1122:	54
977:	14
240:	13
308:	11
184:	9
724:	8
922:	5
1037:	3
216:	3
101:	2
1132:	2
126:	2
914:	1
558:	1
180:	1
77:	1
95:	1
869:	1
1025:	0
1036:	0
728:	0
919:	0
1184:	0
303:	0
385:	0
306:	0
819:	0
205:	0
995:	0
1022:	0
1144:	0
1020:	0
33097
939:	22
1072:	4
770:	2
907:	1
331
857:	14
53:	1
251:	1
715:	0
335:	0
1174:	0
1112:	0
33101
251:	34
72:	12
276:	10
611:	8
1112:	6
53:	5
1035:	3
1066:	3
484:	3
550:	2
51:	1
585:	1
